url|title
HDBeAPIqyV0|Psicose IV (1990) - Crítica do filme
hfm0DuF9lXw|Resistance - Crítica do filme
Hri42TABtUo|007 contra Octopussy (1983) - Crítica do filme
HUc7R8f9lik|Nuevo Orden (Nova Ordem) - Crítica do filme de Michel Franco
HYkIYFCk0eM|Psicose (1960) - Crítica do filme de Alfred Hitchcock
i2LyenotKAA|Jolt - Crítica do filme da Amazon
I5uIubLKeyo|Jungle Cruise - Crítica do filme da Disney
i9cAkhEN6-4|Beckett - Crítica do filme da Netflix
iAaBblV97dI|O Último Mercenário - Crítica do filme da Netflix: Van Damme, galhofa e ação.
ioK3V6dWbAU|Stowaway (Passageiro Acidental) - Crítica do filme da Netflix
I_ttusXEkPQ|The Father (Meu Pai) - Crítica do filme: a melhor atuação da carreira de Anthony Hopkins?
J4zWaVG9HP4|The Dry - Crítica do filme
J72u_huV8Sg|Outside the Wire (Zona de Combate) - Crítica do filme da Netflix
j8tvtMOwHuA|Tenet - Crítica do filme (sem spoilers)
JAahxnWkfbs|The Unholy (Rogai Por Nós) - Crítica do filme
JaM1ndALi3o|007 - Um Novo Dia para Morrer (2002) - Crítica do filme
Jg9OTGPVvZM|Soul - Crítica da animação da Pixar
JqZt3VlZerk|Malcolm & Marie - Crítica do filme da Netflix
jTYxE-RdmAQ|Censor - Crítica do filme: tributo ao 'video nasty' dos anos 80!
K6OAZjfywBk|A General (1926) - Crítica do filme de Buster Keaton
kANTuiKUBuM|Waiting for the Barbarians (À Espera dos Bárbaros) - Crítica do filme
KBAOrUmkH_M|Cherry - Crítica do filme
kCGShw6KnoE|The Protégé - Crítica do filme
Kcw_f6GT8VY|The Ice Road - Crítica: Liam Neeson enfrenta o gelo (de novo)
Kg-Quh3Ed4s|Alive - Crítica do filme da Netflix
-Khj-BoSBhM|On the Rocks - Crítica do filme da A24/Apple
KIb2L0ouhtA|Greyhound: Na Mira do Inimigo - Crítica do filme da Apple TV+
kJn4bA05fQc|Os Croods 2: Uma Nova Era - Crítica da animação
kMLMiF024Is|American Traitor: The Trial of Axis Sally - Crítica do filme: que bomba, Al Pacino...
kOjMG1UEVkE|Mulher-Maravilha 1984 - Crítica do filme
KOM4EQEFNEE|The Dead Pool (Dirty Harry na Lista Negra, 1988) - Crítica do filme
KPtOY1JjHWk|Dominion - Prequela de O Exorcista (2005) - Crítica do filme
KpTzX9YWDes|Uncle Frank (Tio Frank) - Crítica do filme da Amazon
KqkvecjnJBo|Things Heard & Seen (Vozes e Vultos) - Crítica do filme da Netflix
kSGjY2Ei9S4|Duna (1984) - Crítica do filme de David Lynch
K-vzNpYLGPY|007 - Na Mira Dos Assassinos (1985) - Crítica do filme
-l-3lrFD4jA|A Quiet Place Part II (Um Lugar Silencioso - Parte II) - Crítica do filme
L6IHZVCXdGM|007 contra GoldenEye (1995) - Crítica do filme
l7jUXVpi9Aw|Sound of Metal (O Som do Silêncio) - Crítica do filme da Amazon: Riz Ahmed no Oscar?
l8yAcl4mdqw|Cassino Royale (1967) - Crítica do filme
LaLgnBIECsk|Batman (1989) - Crítica do filme
lctJ65aAfDQ|Greenland (Destruição Final: O Último Refúgio) - Crítica do filme
lDlF218nbhY|No Sudden Move (Nem Um Passo em Falso) - Crítica do filme do HBO Max: uma boa surpresa!
-Lg-j0VoUZs|Judas and the Black Messiah (Judas e o Messias Negro) - Crítica: o meu filme favorito da temporada!
LgR94mb1miI|The Little Things (Os Pequenos Vestígios) - Crítica do filme
Li4dGvCxXps|Earwig and the Witch - Crítica da animação do Studio Ghibli
LiU7M1AiHS4|The Hunt (A Caçada) - Crítica do filme: o mais polêmico de 2020?
lK2lddfNIMU|A Lenda de Candyman (2021) - Crítica do filme
LNvp9aUL_VU|7500 - Crítica do filme do Prime Video
lP9_SpUXUt8|O Mistério de Candyman (1992) - Crítica do filme
LwqDIDzRHrU|A Família Mitchell e a Revolta das Máquinas - Crítica
mFmI_82X3sw|In the Heights (Em um Bairro de Nova York) - Crítica do filme
MkGstu_OIXs|Rua do Medo: 1666 - Parte 3 - Crítica do filme da Netflix
mlnzIeibs4c|The Seventh Day (O Sétimo Dia) - Crítica: 'Dia de Treinamento' encontra 'O Exorcista II'
mn5SVuEfs4o|The Witches (Convenção das Bruxas, 2020) - Crítica do filme
mr5QTY_n8Kk|The Enforcer (Sem Medo da Morte, 1976) - Crítica do filme
mvRXeE5_ktQ|Luca - Crítica da animação da Pixar
nCfh7aXGQss|Nightmare Alley (O Beco das Almas Perdidas, 1947) - Crítica do filme
ngihyFr-47w|Rosa e Momo - Crítica do filme da Netflix: o retorno de Sophia Loren!
NiX0l7V2SHY|Happiest Season (Alguém Avisa?) - Crítica do filme
Nl24qIr3FLA|The Courier - Crítica do filme
NMzYP_IA0ME|007 - Permissão Para Matar (1989) - Crítica do filme
ntDQPj2j1vs|Relic - Crítica do filme
nv1fEX-SeGI|In the Earth - Crítica do filme
nvKDfX6aYC8|Love and Monsters (Amor e Monstros) - Crítica do filme
NX5pJOwaWug|The United States vs. Billie Holiday - Crítica do filme
nznXj-tMBb0|Tom & Jerry (2021) - Crítica do filme
o9FbpasLHp0|Scream 3 (Pânico 3, 2000) - Crítica do filme
Oaoi9jsRdL8|Coming 2 America (Um Príncipe em Nova York 2) - Crítica do filme
obfjehvEka0|Barb and Star Go to Vista Del Mar (Duas Tias Loucas de Férias) - Crítica do filme
oC4OWyuhPlg|O Esquadrão Suicida - Crítica do filme
OcyJ6Cm3h_Y|True Crime (Crime Verdadeiro, 1999) - Crítica do filme
oNalfQ2lJXM|Those Who Wish Me Dead (Aqueles Que Me Desejam a Morte) - Crítica do filme
_oRrRXe2NXg|Amulet (Amuleto) - Crítica do filme
OUq_iaobk44|The Vast of Night (A Vastidão da Noite) - Crítica do filme do Prime Video
OzgS-07wrxw|The Midnight Sky (O Céu da Meia-Noite) - Crítica do filme da Netflix
p1Fe7qZD07g|Moscou contra 007 (1963) - Crítica do filme
p1NplPe6VCQ|Das Boot (O Barco, 1981) - Crítica do filme
pbMjE2ZHmZQ|Honest Thief (Legado Explosivo) - Crítica do filme
QflfsA2nEsc|I'm Your Woman - Crítica do filme da Amazon
Q-hr4SS1FnI|Infinite (Infinito) - Crítica do filme: o primeiro original Paramount+
qJqqrXT1XEs|Without Remorse (Sem Remorso) - Crítica do filme da Amazon
QnCFgabFawY|The Green Knight - Crítica do filme da A24
QNjR1NUQq5g|Batman Returns (Batman: O Retorno, 1992) - Crítica do filme
QolPiIPavCM|Cruella - Crítica do filme
rahtg5Cb7Mw|The Dig (A Escavação) - Crítica do filme da Netflix
RFiUsLOJ8vI|Ninguém Sabe que Estou Aqui - Crítica do filme da Netflix
RJRLyoM1uBM|An American Pickle - Crítica do filme do HBO MAX
rn3gTHvm524|Never Rarely Sometimes Always (Nunca, Raramente, Ás Vezes, Sempre) - Crítica do filme
ruJmxhVqlvQ|Wrath of Man (Infiltrado) - Crítica do filme
rW0scSXKRnA|Monster Hunter - Crítica do filme
s6aLyvEF5oA|The Forever Purge (Uma Noite de Crime 5 - A Fronteira) - Crítica do filme
-sauTABSw4Q|The Woman in the Window (A Mulher na Janela) - Crítica do filme
SAyLzw0wsyY|Liga da Justiça de Zack Snyder (Snyder Cut) - Crítica
Ss94uGdScAU|A Perfect World (Um Mundo Perfeito, 1993) - Crítica do filme: um dos meus favoritos dos anos 90!
Su14zE6GeBk|Saw (Jogos Mortais, 2004) - Crítica do filme
sWxMIsE0pbI|Ma Rainey's Black Bottom (A Voz Suprema do Blues) - Crítica do filme da Netflix
SxumdIc46pY|Werewolves Within - Crítica: o filme baseado no game da Ubisoft
SY-sIX1qeVo|The Tomorrow War (A Guerra do Amanhã) - Crítica do filme da Amazon
t0c3sSlL-bo|Batman, o Homem Morcego (1966) - Crítica do filme
tAdIwJia5bg|Chaos Walking (O Mundo em Caos) - Crítica do filme
tjw4-kNZuxE|Sexta-Feira 13 - Parte 2 (1981) - Crítica do filme
tvO1hHRurbo|Godzilla vs. Kong - Crítica do filme
TVVuKHocDWc|Gunpowder Milkshake - Crítica do filme: entre inspiração e cópia (de John Wick)
u1umBRUBVik|Locked Down (Confinamento) - Crítica do filme da HBO Max
U3W8rhTjKwk|Dear Comrades! (Caros Camaradas) - Crítica do filme: o candidato da Rússia ao Oscar!
U7TMhFsiQko|G.I. Joe Origens: Snake Eyes - Crítica do filme
UAUPloyIL7I|I Care a Lot (Eu Me Importo) - Crítica do filme
Ub3GMFNeTNo|Halloween 4 - O Retorno de Michael Myers (1988) - Crítica do filme
uhFFyJqIOao|Voyagers - Crítica do filme: 'Senhor das Moscas' no espaço?
UhktekryVSU|Run (Fuja) - Crítica do filme
UkG_D_Gl6_U|Saint Maud - Crítica do filme (sem spoilers)
Un161DGUkGU|Music - Crítica do filme: fiasco retumbante
UPe3Ucj28vc|Palmer - Crítica do filme da Apple
uUgcyY47CnM|007 - Operação Skyfall (2012) - Crítica do filme
uWhrfKtN1-M|Halloween II (2009) - Crítica do filme
uXLOaJRKbQ0|Raya e o Último Dragão - Crítica da animação da Disney
Uz2mfY-FQhw|Apocalypse Now - Crítica do filme
vb3TVP99ysM|Céu Vermelho-Sangue - Crítica do filme da Netflix
Vezq6KEKTbY|Mentiras Perigosas - Crítica do filme da Netflix
vGg46hBmSYc|Encontro Fatal - Crítica: a era dos filmes C na Netflix
vI7owCO1psk|O Exorcista II - O Herege - Crítica do filme: a pior sequência da história do cinema
vppVnf3cqtM|Trolls 2 - Crítica da animação
vR2bAiOOftw|The Personal History of David Copperfield - Crítica do filme
VsJF6Pv9ByU|Friday the 13th (Sexta-Feira 13, 1980) - Crítica do filme
W3ag7rtJpgA|Scream (Pânico, 1996) - Crítica: o filme que resgatou o interesse pelo slasher!
w79fLeEWri4|Halloween - A Noite do Terror (1978) - Crítica do filme
WdW2iRp6DH0|A Jornada de Vivo - Crítica da animação da Sony (disponível na Netflix)
wlp3EMxmVno|Bad Education (Má Educação) - Crítica do filme da HBO
wn0A606DiHw|Wander Darkly - Crítica do filme
WTLBsQbos6k|Fatman - Crítica do filme
XcrhJh5NnZU|News of the World (Relatos do Mundo) - Crítica do filme
Xdi5qbxJI8g|Wrong Turn (Pânico na Floresta, 2021) - Crítica do filme
XWwb2DimnhQ|Mank - Crítica do filme da Netflix
YAGA8yLXOF8|The Old Guard - Crítica do filme da Netflix
Yk5kfSfUyy0|The Assistant (A Assistente) - Crítica do filme
yM96HehWWIk|Wild Mountain Thyme (Além das Montanhas) - Crítica do filme: a última bomba de 2020
yssYD-3imfI|Scream 2 (Pânico 2, 1997) - Crítica do filme
yU4-KmOgF68|Army of the Dead - Crítica do filme da Netflix
yyLsaRLJFD4|Vivarium (Viveiro)- Crítica do filme
ZBHGDfKFGSQ|Scooby! O Filme (2020) - Crítica sem spoilers
zltE08Lk6No|Oxigênio - Crítica do filme da Netflix
ZP6BUb1f4cE|Halloween (2018) - Crítica do filme
zZX_tP_Te0Y|Festival Eurovision da Canção: A Saga de Sigrit e Lars - Crítica do filme da Netflix
