url|title
GbIgonby7Ls|Awake - Crítica do filme da Netflix
nCfh7aXGQss|Nightmare Alley (O Beco das Almas Perdidas, 1947) - Crítica do filme
AfLf6UZxEY4|Invocação do Mal 3: A Ordem do Demônio - Crítica do filme
0pPC1XxwJII|Spirit Untamed (Spirit: O Indomável) - Crítica: a pior animação da história da DreamWorks?
8FlO_fdlUcY|007 contra Spectre (2015) - Crítica do filme
Ss94uGdScAU|A Perfect World (Um Mundo Perfeito, 1993) - Crítica do filme: um dos meus favoritos dos anos 90!
mFmI_82X3sw|In the Heights (Em um Bairro de Nova York) - Crítica do filme
kMLMiF024Is|American Traitor: The Trial of Axis Sally - Crítica do filme: que bomba, Al Pacino...
QolPiIPavCM|Cruella - Crítica do filme
J4zWaVG9HP4|The Dry - Crítica do filme
-l-3lrFD4jA|A Quiet Place Part II (Um Lugar Silencioso - Parte II) - Crítica do filme
2aq3jLk3iLU|Four Good Days - Crítica do filme
ExmXFhZ6U4I|In the Line of Fire (Na Linha de Fogo, 1993) - Crítica do filme
ARVkPTKzIMA|Riders of Justice (Loucos por Justiça) - Crítica do filme
yU4-KmOgF68|Army of the Dead - Crítica do filme da Netflix
_B2Lq6fI-Bk|Spiral (Espiral – O Legado de Jogos Mortais) - Crítica do filme
-sauTABSw4Q|The Woman in the Window (A Mulher na Janela) - Crítica do filme
oNalfQ2lJXM|Those Who Wish Me Dead (Aqueles Que Me Desejam a Morte) - Crítica do filme
zltE08Lk6No|Oxigênio - Crítica do filme da Netflix
5s7RrNNw_h4|Vanquish (Conquista) - Crítica do filme
ruJmxhVqlvQ|Wrath of Man (Infiltrado) - Crítica do filme
Su14zE6GeBk|Saw (Jogos Mortais, 2004) - Crítica do filme
AUvNI8m0Cmk|Percy vs Goliath - Crítica do filme
BkBA-9DxPwc|The Virtuoso - Crítica do filme: Anthony Hopkins também erra
LwqDIDzRHrU|A Família Mitchell e a Revolta das Máquinas - Crítica
qJqqrXT1XEs|Without Remorse (Sem Remorso) - Crítica do filme da Amazon
KqkvecjnJBo|Things Heard & Seen (Vozes e Vultos) - Crítica do filme da Netflix
ZP6BUb1f4cE|Halloween (2018) - Crítica do filme
bwMa2nyAasA|Mortal Kombat (2021) - Crítica sem spoilers
ioK3V6dWbAU|Stowaway (Passageiro Acidental) - Crítica do filme da Netflix
nv1fEX-SeGI|In the Earth - Crítica do filme
sYFvDZsPWew|Better Days (Dias Melhores) - Crítica do filme de Hong Kong indicado ao Oscar!
o861bqulifE|Time - Crítica do documentário da Amazon indicado ao Oscar!
_-BWDW2zEyA|Radioactive - Crítica do filme
nvKDfX6aYC8|Love and Monsters (Amor e Monstros) - Crítica do filme
uhFFyJqIOao|Voyagers - Crítica do filme: 'Senhor das Moscas' no espaço?
d7NMRh9-G44|Thunder Force (Esquadrão Trovão) - Crítica do filme da Netflix
0NPA2BWDSKI|Crip Camp: Revolução pela Inclusão - Crítica do documentário da Netflix indicado ao Oscar
anv8g9-8YcA|The Man Who Sold His Skin (O Homem que Vendeu sua Pele) - Crítica do filme indicado ao Oscar
JAahxnWkfbs|The Unholy (Rogai Por Nós) - Crítica do filme
uWhrfKtN1-M|Halloween II (2009) - Crítica do filme
LMDI9Nm0rPg|El Agente Topo (Agente Duplo) - Crítica do documentário chileno indicado ao Oscar!
tvO1hHRurbo|Godzilla vs. Kong - Crítica do filme
brTeStL3WNk|Nobody (Anônimo) - Crítica do filme
mlnzIeibs4c|The Seventh Day (O Sétimo Dia) - Crítica: 'Dia de Treinamento' encontra 'O Exorcista II'
F9YNpXgWXUM|My Octopus Teacher (Professor Polvo) - Crítica: o lindo documentário da Netflix indicado ao Oscar!
uUgcyY47CnM|007 - Operação Skyfall (2012) - Crítica do filme
Nl24qIr3FLA|The Courier - Crítica do filme
uba0u_sgStc|Shaun, o Carneiro: A Fazenda Contra-Ataca - Crítica da animação indicada ao Oscar
gHsuSYYDYGo|Quo vadis, Aida? - Crítica do filme: o candidato da Bósnia ao Oscar
BMSH2Sw3fEU|Pinóquio, de Matteo Garrone - Crítica do filme
SAyLzw0wsyY|Liga da Justiça de Zack Snyder (Snyder Cut) - Crítica
3latHvgGtJ8|Cosmic Sin - Crítica do filme: o pior da carreira de Bruce Willis?
tAdIwJia5bg|Chaos Walking (O Mundo em Caos) - Crítica do filme
Oaoi9jsRdL8|Coming 2 America (Um Príncipe em Nova York 2) - Crítica do filme
obfjehvEka0|Barb and Star Go to Vista Del Mar (Duas Tias Loucas de Férias) - Crítica do filme
uXLOaJRKbQ0|Raya e o Último Dragão - Crítica da animação da Disney
nznXj-tMBb0|Tom & Jerry (2021) - Crítica do filme
KBAOrUmkH_M|Cherry - Crítica do filme
NX5pJOwaWug|The United States vs. Billie Holiday - Crítica do filme
0UpG5vrw5ls|Blithe Spirit (2020) - Crítica do filme: mais uma bomba, Judi Dench?
Un161DGUkGU|Music - Crítica do filme: fiasco retumbante
UAUPloyIL7I|I Care a Lot (Eu Me Importo) - Crítica do filme
bJ_2JGmxnnA|Halloween - O Início (2007) - Crítica do filme de Rob Zombie
82el3Y2lbo0|Deux (Nós Duas) - Crítica do filme: o candidato da França ao Oscar!
cAWkOVaw5WU|Batman: Mask of the Phantasm (Batman - A Máscara do Fantasma, 1993) - Crítica
JieULGCIL-I|Willy’s Wonderland - Crítica do filme: Nicolas Cage no mockbuster de Five Nights at Freddy's
Li4dGvCxXps|Earwig and the Witch - Crítica da animação do Studio Ghibli
U3W8rhTjKwk|Dear Comrades! (Caros Camaradas) - Crítica do filme: o candidato da Rússia ao Oscar!
f9gcqe9CJ2c|Bliss: Em Busca da Felicidade - Crítica do filme da Amazon
Xdi5qbxJI8g|Wrong Turn (Pânico na Floresta, 2021) - Crítica do filme
-Lg-j0VoUZs|Judas and the Black Messiah (Judas e o Messias Negro) - Crítica: o meu filme favorito da temporada!
QNjR1NUQq5g|Batman Returns (Batman: O Retorno, 1992) - Crítica do filme
pO7ltrjIqfE|A Nuvem Rosa - Crítica do filme
dSF-RWznCC4|Escape from Alcatraz (Fuga de Alcatraz, 1979) - Crítica do filme
UPe3Ucj28vc|Palmer - Crítica do filme da Apple
rahtg5Cb7Mw|The Dig (A Escavação) - Crítica do filme da Netflix
LgR94mb1miI|The Little Things (Os Pequenos Vestígios) - Crítica do filme
30Ximru4S48|The Kid (O Garoto) - Crítica: 100 anos do lançamento do clássico de Charlie Chaplin
ha8GoSr3Wyw|The White Tiger (O Tigre Branco) - Crítica do filme da Netflix
JqZt3VlZerk|Malcolm & Marie - Crítica do filme da Netflix
9GLc6NBzRuU|Halloween - Ressurreição (2002) - Crítica do filme
g96fHoyuel4|The Marksman (Na Mira do Perigo) - Crítica do filme: homenagem à Clint Eastwood
J72u_huV8Sg|Outside the Wire (Zona de Combate) - Crítica do filme da Netflix
u1umBRUBVik|Locked Down (Confinamento) - Crítica do filme da HBO Max
hH4mcck4LRM|The Mauritanian (O Mauritano) - Crítica do filme
l8yAcl4mdqw|Cassino Royale (1967) - Crítica do filme
KOM4EQEFNEE|The Dead Pool (Dirty Harry na Lista Negra, 1988) - Crítica do filme
dSjX-Bp_ESA|Fatale - Crítica do filme
edG-nAY5dHE|Halloween H20: Vinte Anos Depois (1998) - Crítica do filme
pbMjE2ZHmZQ|Honest Thief (Legado Explosivo) - Crítica do filme
fyGqEFd0zFU|Hannibal Rising (Hannibal - A Origem do Mal, 2007) - Crítica do filme
CewXQRdoA9s|The World to Come - Crítica do filme
HKHewS8DMrg|Supernova - Crítica do filme: Stanley Tucci no Oscar?
s0wVWugOazA|Babenco - Alguém tem que ouvir o coração e dizer: Parou - Crítica do documentário
UkG_D_Gl6_U|Saint Maud - Crítica do filme (sem spoilers)
lctJ65aAfDQ|Greenland (Destruição Final: O Último Refúgio) - Crítica do filme
yM96HehWWIk|Wild Mountain Thyme (Além das Montanhas) - Crítica do filme: a última bomba de 2020
kOjMG1UEVkE|Mulher-Maravilha 1984 - Crítica do filme
rW0scSXKRnA|Monster Hunter - Crítica do filme
XcrhJh5NnZU|News of the World (Relatos do Mundo) - Crítica do filme
wn0A606DiHw|Wander Darkly - Crítica do filme
JaM1ndALi3o|007 - Um Novo Dia para Morrer (2002) - Crítica do filme
Xvx3lPXZWmk|Halloween 6: A Última Vingança (1995) - Crítica: versão do cinema x versão dos produtores
9SG4JP1Thvw|Promising Young Woman (Bela Vingança) - Crítica do filme
sWxMIsE0pbI|Ma Rainey's Black Bottom (A Voz Suprema do Blues) - Crítica do filme da Netflix
QflfsA2nEsc|I'm Your Woman - Crítica do filme da Amazon
DBgP2Iy_28M|Let Them All Talk - Crítica do filme
OzgS-07wrxw|The Midnight Sky (O Céu da Meia-Noite) - Crítica do filme da Netflix
Aq46Ql9oW10|Collective - Crítica: o melhor documentário do ano é o candidato da Romênia ao Oscar!
DkXTNytVZcA|The Prom (A Festa de Formatura) - Crítica do filme da Netflix
Jg9OTGPVvZM|Soul - Crítica da animação da Pixar
kJn4bA05fQc|Os Croods 2: Uma Nova Era - Crítica da animação
AG8-sENjUU0|Ammonite - Crítica do filme
KpTzX9YWDes|Uncle Frank (Tio Frank) - Crítica do filme da Amazon
NiX0l7V2SHY|Happiest Season (Alguém Avisa?) - Crítica do filme
WTLBsQbos6k|Fatman - Crítica do filme
UhktekryVSU|Run (Fuja) - Crítica do filme
XWwb2DimnhQ|Mank - Crítica do filme da Netflix
fqesgxhWUFY|Halloween 5 - A Vingança de Michael Myers (1989) - Crítica do filme
5U-QmvkArLc|Freaky: No Corpo de um Assassino - Crítica do filme da Blumhouse
ngihyFr-47w|Rosa e Momo - Crítica do filme da Netflix: o retorno de Sophia Loren!
VsJF6Pv9ByU|Friday the 13th (Sexta-Feira 13, 1980) - Crítica do filme
DiHSh0FJosM|Hillbilly Elegy (Era uma Vez um Sonho) - Crítica do filme da Netflix (sem spoilers)
fb-4MWH0MBI|A Trincheira Infinita - Crítica do filme da Netflix: o candidato da Espanha ao Oscar 2021!
J1lWatqC5KI|Red Dragon (Dragão Vermelho, 2002) - Crítica do filme
Fy-OsCEy8Jo|Bob Esponja: O Incrível Resgate - Crítica da animação da Netflix
DlugVOD8cGA|Sudden Impact (Impacto Fulminante, 1983) - Crítica do filme
HZjvqv2Uz3U|007 - O Mundo Não é o Bastante (1999) - Crítica do filme
snLrWcF8ihc|The Hunt for Red October (Caçada ao Outubro Vermelho, 1990) - Crítica do filme
Ub3GMFNeTNo|Halloween 4 - O Retorno de Michael Myers (1988) - Crítica do filme
E_htvzfrcLA|His House (O Que Ficou Para Trás) - Crítica do filme da Netflix
R1ZENiv_DvU|The Craft: Legacy (Jovens Bruxas - Nova Irmandade) - Crítica do filme da Blumhouse/Sony
d9V5ONg4THU|Empty Man (O Mensageiro do Último Dia) - Crítica: Disney descarta mais um filme da FOX
9-Y-f07N2Ws|Over the Moon (A Caminho da Lua) - Crítica da animação da Netflix
ghF9ydPNM7Q|Minari - Crítica do filme: a aposta da A24 para o Oscar!
FLftdFlBPiE|Borat 2 - Fita de Cinema Seguinte - Crítica do filme da Amazon
mn5SVuEfs4o|The Witches (Convenção das Bruxas, 2020) - Crítica do filme
bkHNzBCryOw|Rebecca - A Mulher Inesquecível (2020) - Crítica do filme da Netflix
ck9cvMrXOYc|Manhunter (Caçador de Assassinos, 1986) - Crítica do filme de Michael Mann
l7jUXVpi9Aw|Sound of Metal (O Som do Silêncio) - Crítica do filme da Amazon: Riz Ahmed no Oscar?
HUc7R8f9lik|Nuevo Orden (Nova Ordem) - Crítica do filme de Michel Franco
e-HSZsGK-ow|Halloween III - A Noite das Bruxas (1982) - Crítica: o terror mais injustiçado dos anos 80?
lWTFLnixn9s|Evil Eye (Mau-olhado) e Nocturne (Noturno)- Críticas dos filmes da Amazon/Blumhouse
I_ttusXEkPQ|The Father (Meu Pai) - Crítica do filme: a melhor atuação da carreira de Anthony Hopkins?
vKCvdooYBxs|French Exit - Crítica do filme
6IenRhQ3Y6I|Halloween II - O Pesadelo Continua (1981) - Crítica do filme
zwwBf6QkApQ|Black Box (Caixa Preta) e The Lie (Mentira Incondicional) - Críticas dos filmes da Amazon/Blumhouse
HbkJYMtbxDE|Possessor Uncut - Crítica do filme de Brandon Cronenberg
E2N_QWA9b6I|Borat (2006) - Crítica do filme
Ds8WvTlliFE|Kajillionaire - Crítica do filme de Miranda July
w79fLeEWri4|Halloween - A Noite do Terror (1978) - Crítica do filme
K-vzNpYLGPY|007 - Na Mira Dos Assassinos (1985) - Crítica do filme
cr0tTl5nN-I|Rebecca, a Mulher Inesquecível (1940) - Crítica do filme de Alfred Hitchcock
iUvBqokM86I|The Trial of the Chicago 7 (Os 7 de Chicago) - Crítica do filme da Netflix
-Khj-BoSBhM|On the Rocks - Crítica do filme da A24/Apple
f_SOPVYP9W4|Enola Holmes - Crítica do filme da Netflix
Hri42TABtUo|007 contra Octopussy (1983) - Crítica do filme
6znY0KEV2Sw|Antebellum (A Escolhida) - Crítica do filme
_MKSV4Jgai0|Another Round - Crítica do filme de Thomas Vinterberg
3PJ0OSto3Xk|The Devil All the Time (O Diabo de Cada Dia) - Crítica do filme da Netflix
DSEKavXSpEw|Concrete Cowboy e Wolfwalkers - Críticas
Yoy6IZL7qB8|Pieces of a Woman - Crítica do filme da Netflix
4z1dok-KSMg|Nomadland - Crítica do filme
MfnQvu0U5cQ|Apples, Never Gonna Snow Again e Night of the Kings - Críticas
nzXZkNmmVS0|One Night in Miami (Uma Noite em Miami) - Crítica do filme da Amazon
Kg-Quh3Ed4s|Alive - Crítica do filme da Netflix
kl9O1k6EXdc|007 - Somente Para Seus Olhos (1981) - Crítica do filme
H6B3U0_-Acc|Mulan (2020) - Crítica do filme da Disney
PrS3SWozV9k|007 - Os Diamantes São Eternos (1971) - Crítica do filme
j8tvtMOwHuA|Tenet - Crítica do filme (sem spoilers)
iz7OPyty0ws|Os Novos Mutantes - Crítica do filme (sem spoilers)
Fiaodoj6DNw|Bill & Ted Face the Music (Encare A Música) - Crítica do filme
GtF99M1B_IM|Estou Pensando em Acabar com Tudo - Crítica do filme da Netflix (sem spoilers)
gRVpukTE9XM|Bill & Ted's Bogus Journey (Dois Loucos no Tempo, 1991) - Crítica do filme
vR2bAiOOftw|The Personal History of David Copperfield - Crítica do filme
Fs2ewXwF1SE|Bill & Ted's Excellent Adventure (Uma Aventura Fantástica, 1989) - Crítica do filme
91BF3AukjTw|Invasão Zumbi 2: Península - Crítica do filme (sem spoilers)
OvgilZE2AXk|The One and Only Ivan (O Grande Ivan) - Crítica do filme da Disney
3IBFc0Fw7L8|Com 007 Só Se Vive Duas Vezes (1967) - Crítica do filme
IE5Ns0u2TfM|Unhinged (Fúria Incontrolável) - Crítica: o filme da reabertura dos cinemas
b8_5B2TkAZY|Tesla - Crítica do filme
mr5QTY_n8Kk|The Enforcer (Sem Medo da Morte, 1976) - Crítica do filme
a2ngYDkLwKU|Boys State - Crítica do documentário da A24/Apple
gyMAxtx3kpk|Project Power - Crítica do filme da Netflix
VZklAIKEXOw|007 - Quantum of Solace (2008) - Crítica do filme
zPA1y89KDNQ|The Tax Collector (O Cobrador de Impostos) - Crítica do filme: o pior de David Ayer?
kANTuiKUBuM|Waiting for the Barbarians (À Espera dos Bárbaros) - Crítica do filme
RJRLyoM1uBM|An American Pickle - Crítica do filme do HBO MAX
eLsoMYjMUBo|Magnum Force (Magnum 44,  1973) - Crítica do filme
G5gQ_ZDLm-4|007 - O Amanhã Nunca Morre (1997) - Crítica do filme
QWkS4ZcOzB0|She Dies Tomorrow (Vou Morrer Amanhã) - Crítica do filme
raHCPri3cZc|Rede de Ódio - Crítica do filme da Netflix
c99rzgdanw8|Yes, God, Yes - Crítica do filme
NMzYP_IA0ME|007 - Permissão Para Matar (1989) - Crítica do filme
_oRrRXe2NXg|Amulet (Amuleto) - Crítica do filme
BcpV8ZYPko0|The Rental - Crítica do filme: estreia de Dave Franco como diretor!
dSZGqoZqGYw|The Killing (O Grande Golpe, 1956) - Crítica do filme de Stanley Kubrick
1SSVsqBwi10|007 contra o Foguete da Morte (1979) - Crítica do filme: James Bond no Brasil!
nmAe9vWb614|Psicose (1998) - Crítica do filme de Gus Van Sant - remake x réplica x originalidade
e4WtoDB6PTs|Yojimbo - Crítica do filme de Akira Kurosawa
vGg46hBmSYc|Encontro Fatal - Crítica: a era dos filmes C na Netflix
AmCvaBFHDqA|007 - O Espião Que Me Amava (1977) - Crítica do filme
ntDQPj2j1vs|Relic - Crítica do filme
pJ3rP2H6_UU|Palm Springs - Crítica do filme: a maior surpresa do ano!
YAGA8yLXOF8|The Old Guard - Crítica do filme da Netflix
KIb2L0ouhtA|Greyhound: Na Mira do Inimigo - Crítica do filme da Apple TV+
p1NplPe6VCQ|Das Boot (O Barco, 1981) - Crítica do filme
Nh2K3PGMqo8|Ligue Djá: o Lendário Walter Mercado - Crítica do documentário da Netflix
uSr0flMhfQk|007 contra o Homem com a Pistola de Ouro (1974) - Crítica do filme
LaLgnBIECsk|Batman (1989) - Crítica do filme
0OWOnwGB9Ps|Hamilton - Crítica do filme do Disney+
0T1u-yGM1No|Dirty Harry (Perseguidor Implacável, 1971) - Crítica do filme
1QPBa5sP0xw|007 - Nunca Mais Outra Vez (1983) - Crítica do filme
x0uMYXKdAcc|Irresistible - Crítica do filme estrelado por Steve Carell
zZX_tP_Te0Y|Festival Eurovision da Canção: A Saga de Sigrit e Lars - Crítica do filme da Netflix
RFiUsLOJ8vI|Ninguém Sabe que Estou Aqui - Crítica do filme da Netflix
DGmcVPZ0zho|Atleta A - Crítica do documentário da Netflix
K6OAZjfywBk|A General (1926) - Crítica do filme de Buster Keaton
t0c3sSlL-bo|Batman, o Homem Morcego (1966) - Crítica do filme
_6JvHzd9w7Y|You Should Have Left - Crítica do filme
LNvp9aUL_VU|7500 - Crítica do filme do Prime Video
b5sSph1KnjA|Thunderball - 007 Contra a Chantagem Atômica (1965) - Crítica do filme
HDBeAPIqyV0|Psicose IV (1990) - Crítica do filme
QGAFi-RgqQM|The King of Staten Island (A Arte de Ser Adulto) - Crítica do filme de Judd Apatow
6qWTqE_MfrE|Da 5 Bloods (Destacamento Blood) - Crítica do filme da Netflix (sem spoilers)
mR9Xh-z4JQU|Artemis Fowl - Crítica do filme (sem spoilers)
GqVgLMKjc2Q|Full Metal Jacket (Nascido para Matar) - Crítica do filme
Uz2mfY-FQhw|Apocalypse Now - Crítica do filme
vrhFYm1JvIU|Platoon - Crítica do filme de Oliver Stone
VT_nAmHmr2I|Os Boinas Verdes - Crítica do filme de John Wayne: cinema x propaganda - Semana Guerra do Vietnã #1
XjYnuFeIdqw|Shirley - Crítica do filme estrelado por Elisabeth Moss
iJgZXep9icw|The Last Days of American Crime - Crítica do filme da Netflix
3cvZ60I2A9o|007 contra Goldfinger (1964) - Crítica do filme
4uExYM0VaT4|Psicose III (1986) - Crítica do filme
OUq_iaobk44|The Vast of Night (A Vastidão da Noite) - Crítica do filme do Prime Video
p1Fe7qZD07g|Moscou contra 007 (1963) - Crítica do filme
bFQBzlY8HHA|O Circo (1928) - Crítica: Chaplin odiava seu próprio filme?
KPtOY1JjHWk|Dominion - Prequela de O Exorcista (2005) - Crítica do filme
Arb4wvpY6do|007 - Cassino Royale (2006) - Crítica do filme
H2EYiRCDoz8|Psicose II (1983) - Crítica do filme
ZBHGDfKFGSQ|Scooby! O Filme (2020) - Crítica sem spoilers
E0sIIaO6-nE|Exorcista - O Início (2004) - Crítica do filme
nIvMjQnX3Uk|Arkansas (2020) - Crítica do filme
KU2Oqc9bScU|Capone (2020) - Crítica do filme estrelado por Tom Hardy
44ZK5v6vA4Y|Memórias de um Assassino (2003) - Crítica do filme de Bong Joon-ho
HYkIYFCk0eM|Psicose (1960) - Crítica do filme de Alfred Hitchcock
L6IHZVCXdGM|007 contra GoldenEye (1995) - Crítica do filme
6mhl4swTvEc|The Lodge (O Chalé) - Crítica do filme
dPV2G6faYQ8|O Exorcista III - Crítica do filme
Yk5kfSfUyy0|The Assistant (A Assistente) - Crítica do filme
tar6r0L6bFE|A Infância de Ivan - Crítica do filme de Andrei Tarkovsky
Vezq6KEKTbY|Mentiras Perigosas - Crítica do filme da Netflix
FqhyvbHdoG0|007 – Marcado Para A Morte (1987) - Crítica do filme
wlp3EMxmVno|Bad Education (Má Educação) - Crítica do filme da HBO
YKY2ByZyUxY|Os Irmãos Willoughby - Crítica da animação da Netflix
6GjTmsxmwv0|Com 007 Viva e Deixe Morrer (1973) - Crítica do filme
SRDbl1CoFpI|Resgate - Crítica do filme da Netflix
vI7owCO1psk|O Exorcista II - O Herege - Crítica do filme: a pior sequência da história do cinema
VTEoVdiTpFA|O Silêncio do Pântano - Crítica do filme da Netflix
kSGjY2Ei9S4|Duna (1984) - Crítica do filme de David Lynch
YVk89NjYnWo|Altos Negócios - Crítica do filme da Netflix
BIi78Km9FIY|Sergio - Crítica do filme da Netflix
QgrS9QPexkw|Em Busca do Ouro - Crítica e discussão sobre as versões de 1925 e 1942
vH747HAcdLU|007 - A Serviço Secreto de Sua Majestade (1969) - Crítica do filme
5lFBrSmV5hw|O Exorcista (1973) - Crítica do filme
HwBoYhOl9Tw|Zodíaco - Crítica do filme
-GsjTOXqMso|007 contra o Satânico Dr. No (1962) - Crítica do filme
cGX-uK_Vd1A|Vá e Veja  - Crítica do filme
vppVnf3cqtM|Trolls 2 - Crítica da animação
rn3gTHvm524|Never Rarely Sometimes Always (Nunca, Raramente, Ás Vezes, Sempre) - Crítica do filme
T4bBhMsLFbU|Crítica, Oscar e Cinema Brasileiro: bate papo com Otavio Ugá (@Super Oito)
yyLsaRLJFD4|Vivarium (Viveiro)- Crítica do filme
-KpCxXai4JU|O Declínio - Crítica do filme da Netflix
hfm0DuF9lXw|Resistance - Crítica do filme
9pCqfcVWblc|Curtiz (Filmando Casablanca) - Crítica do filme da Netflix
75EAYTL28Ig|A Casa - Crítica do filme da Netflix
ghXisSAfcUs|Blow the Man Down - Crítica do filme da Amazon Prime
8Vk2rrq5LyE|O Poço (El Hoyo) - Crítica do filme da Netflix
IIYSpwJMMGQ|The Banker - Crítica do filme da Apple TV+
VC4pw5vAhuo|High Noon (Matar ou Morrer) - Crítica do filme: um clássico do western!
Cj2iKobfUVk|Bloodshot - Crítica do filme
LiU7M1AiHS4|The Hunt (A Caçada) - Crítica do filme: o mais polêmico de 2020?
joSF51wh-Uo|Escape from Pretoria (Fuga de Pretória) - Crítica do filme
41LF1QA-src|Onward (Dois Irmãos) - Crítica da animação da Pixar
XC99Jeb37rg|The Way Back (O Caminho de Volta) - Crítica do filme
wtajcrn3Hxc|"The Jesus Rolls - Crítica do filme: o ""spin-off"" de The Big Lebowski"
Reu9p7Gezys|First Cow - Crítica do filme da A24
WeTQHV_nhkw|O Homem Invisível - Crítica do filme de 2020
Q9K0nuRgwDA|Boneco do Mal 2 - Crítica do filme
ZfALenfjr3k|A Última Coisa que Ele Queria - Crítica do filme da Netflix
-aMtT4qKCrA|Emma - Crítica do filme
ZiP0TGhU54g|O Chamado da Floresta - Crítica do filme
iZY4amKGvjg|Fantasy Island (A Ilha da Fantasia) - Crítica do filme
DQ3tdaWvkA8|Sonic - Crítica do filme (sem spoilers)
Swm2VwLjygk|Aves de Rapina (Birds of Prey) - Crítica do filme (sem spoilers)
mXGp-Uw1iC4|Maria e João: O Conto das Bruxas (Gretel & Hansel) - Crítica do filme
IEJJp7gxd9U|Dor e Glória - Crítica do filme
g634C3BYbpw|The Gentlemen (Magnatas do Crime) - Crítica do filme
aUDOFCZTHJU|The Turning (Os Órfãos) - Crítica do filme
